gene	025_08	024_08	025_09	022_06	006_09	013_09	022_09	004_06	001_06	009_09	004_08	031_08	018_06	020_08	023_09	016_07	023_08	039_06	037_08	015_09	016_09	011_09	015_07	018_08	035_06	017_07	012_09	026_09	014_09	017_09	005_09	032_08	021_09	033_08	007_09	016_08	026_08	028_08	030_06	018_05	034_07	032_09	029_09	022_08	036_09	038_09	027_09	033_09	014_08	030_09	003_08	009_07	035_09	017_08	034_06	020_07	007_08	034_08	034_09	031_09	028_09	002_08	004_10	011_10	001_10	006_10	012_10	008_10	010_10	002_10	007_10	024_10	023_10	016_10	028_10	013_10	014_10	015_10	019_10	032_10	018_10	021_10	020_10
X3980329	4.2031	3.7868	3.71793	3.56793	3.51356	3.87426	3.37538	3.60493	3.90793	3.5747	3.81815	3.88869	3.60284	3.79207	3.42913	4.01373	3.19371	3.65503	3.44552	3.78428	4.23914	4.04367	4.43424	3.77605	3.98702	3.84494	4.03291	3.39415	3.79546	3.94427	4.19958	3.75855	3.73774	4.16588	4.26812	4.07124	4.23186	3.82731	3.87591	3.57485	3.75195	3.82518	3.66472	3.98037	3.95412	3.92956	3.65201	4.05413	3.8987	3.68272	3.98531	3.73276	3.51922	3.9781	3.4701	3.76993	3.97638	3.83684	3.88392	3.55409	3.76713	3.60486	3.6725	4.19505	3.84203	3.96964	3.63325	3.57176	4.07197	4.03355	3.67121	4.01795	3.21568	3.697	3.78764	3.98478	3.98756	3.60903	3.53728	3.74789	3.29266	3.5436	3.809
X3844897	7.79127	7.39331	7.40676	7.46091	7.49677	7.33223	7.41842	7.46037	7.32376	7.36268	7.65766	7.7439	7.6365	7.58506	7.49727	7.54693	7.08371	7.20543	7.58097	7.61687	7.63759	7.58862	7.50857	7.45519	7.55214	7.65537	7.64418	7.37876	7.81709	7.55455	7.68588	7.71904	7.65105	7.64193	7.5782	7.62902	7.76587	7.45951	7.74101	7.51207	7.60298	7.58995	7.64253	7.51164	7.49739	7.49665	7.48776	7.6355	7.43673	7.58347	7.49451	7.61239	7.54408	7.59669	7.41968	7.62986	7.26512	7.79632	7.51538	7.60221	7.63535	7.60086	7.52767	7.21713	7.48457	7.54028	7.49067	7.44054	7.37129	7.56086	7.48276	7.40073	7.35305	7.61009	7.61317	7.44706	7.5278	7.45551	7.70948	7.46773	7.5496	7.46506	7.66235
X3759540	7.6662	7.06682	7.06252	7.47107	7.4753	7.36542	7.39041	7.1074	7.09573	7.45272	7.37271	7.41137	7.36457	7.32735	7.42221	7.34558	7.16372	6.95487	7.49955	7.53589	7.53712	7.66443	7.68571	7.58666	7.54708	7.51149	7.50424	7.50599	7.82829	7.40612	7.32453	7.80625	7.54094	7.32453	7.47494	7.34629	7.84027	7.19782	7.63483	7.47422	7.17718	7.49752	7.28153	7.22768	7.39394	7.24416	7.24965	7.07307	7.18135	7.38306	7.45276	7.19901	7.03385	7.35313	7.42715	7.14915	7.20416	7.67351	7.31438	7.45735	7.12355	7.41484	7.46702	7.22656	7.56821	7.44291	7.35064	7.4678	7.29431	7.44334	7.38153	7.42612	7.72894	7.48699	7.74316	7.57904	7.31201	7.4879	7.4762	7.31828	7.13462	7.2687	7.52003
X3819505	8.30132	7.75849	7.86943	8.06779	8.18371	8.009	7.86404	7.82801	7.76171	7.93344	8.10986	8.10317	7.80287	8.01536	7.77419	8.04307	7.5229	7.54606	7.9823	8.21829	8.51613	8.06601	8.20943	7.93135	7.82076	7.95008	8.10086	7.8567	8.27444	8.10434	8.1481	8.23536	7.92822	8.11132	8.09905	8.13917	8.32024	7.97841	8.18124	7.88614	7.65205	8.08737	8.02867	7.9208	7.92777	8.06706	7.81554	7.92254	7.8917	7.88593	7.98741	7.9381	7.90071	8.11065	7.78741	8.13409	7.95411	8.36297	8.05721	7.97231	7.88852	7.85158	8.04353	7.81448	8.01955	7.84968	7.89185	8.00545	8.04418	7.92897	8.01972	7.97861	7.95094	8.08674	8.14737	8.15194	7.95355	8.01133	7.90804	7.9175	8.04105	8.09094	8.08778
X3430894	6.83385	6.81189	6.64837	6.93733	6.6578	6.78366	6.83278	6.62283	6.45935	6.92515	6.7082	7.0369	6.86566	6.64144	6.66156	6.62113	6.5512	6.45667	6.82863	6.98821	6.82483	6.69483	6.65541	6.66251	6.80104	6.50204	6.89444	6.76508	6.86169	6.97291	6.97332	6.91991	6.70649	6.68937	6.74255	6.83306	6.62169	6.60506	6.80759	6.75968	6.60218	6.78849	6.70316	6.46659	6.7646	6.76248	6.94891	6.77438	6.61043	6.82346	6.91239	6.55326	6.58584	6.68193	6.70923	6.70362	6.74519	7.05079	6.80453	6.92456	6.7569	6.56244	6.77794	6.35526	6.75831	6.81149	6.76904	6.82608	6.85137	6.7161	6.90981	6.669	6.64499	6.8559	6.8419	6.65387	6.92455	6.99311	6.6671	6.79754	6.9938	6.87433	6.59045
X4005065	4.46387	3.72707	4.69292	3.98897	3.82513	3.81703	3.93542	3.938	3.26274	4.58986	4.22599	3.92817	3.96098	4.33964	3.38776	3.85294	3.57163	3.91051	4.21379	4.73877	5.20089	4.33029	4.77336	4.17675	4.31588	4.19078	4.25084	4.2577	5.31	5.32539	5.06639	4.60973	3.9419	4.26291	4.85534	5.1625	5.10587	4.4765	3.88636	4.3653	3.47269	3.85641	4.22559	4.09624	4.28807	4.40137	3.74207	4.27498	4.0898	4.69757	4.27995	3.94668	4.09238	4.0731	4.11008	4.04568	3.8326	5.35856	4.20271	4.41647	4.56816	3.59815	3.82948	4.18461	4.377	4.756	3.78678	4.43776	4.03107	4.40765	5.02023	4.41047	3.83511	3.72246	4.48766	4.34722	4.47027	4.01711	3.77508	3.62679	4.29988	3.75375	4.09445
X3675266	6.68705	6.13653	6.52286	6.49611	6.48185	6.18345	6.28417	6.61971	6.39834	6.24673	6.43726	6.42771	6.49688	6.38403	6.2507	6.35953	6.10945	6.19497	6.43677	6.51254	6.78879	6.61048	6.68488	6.59877	6.37226	6.41335	6.60126	6.44655	6.64448	6.69196	6.66842	6.65643	6.16117	6.41901	6.34633	6.55383	6.69098	6.46179	6.65118	6.25351	6.66213	6.47558	6.78603	6.61164	6.3676	6.42859	6.21551	6.43859	6.38371	6.55037	6.35824	6.5506	6.25899	6.49909	6.3134	6.61177	6.49714	6.62851	6.46997	6.46161	6.32098	6.3321	6.38	6.19117	6.53619	6.38821	6.44555	6.29001	6.47583	6.47613	6.37628	6.17764	6.63959	6.40733	6.43364	6.45992	6.35585	6.54413	6.53471	6.52865	6.38254	6.32862	6.59071
X3870570	8.33851	7.96528	7.96558	7.87664	8.11066	7.97839	7.88875	7.81405	7.60707	7.81098	8.09276	8.01453	8.10009	7.83795	7.70973	7.90028	7.44363	7.80786	7.72945	8.13988	8.03621	8.33285	8.4902	7.85587	7.9154	8.15508	7.893	7.58803	8.21569	7.94486	8.13216	7.96972	8.03441	7.94362	7.99199	7.99569	8.35625	7.91622	7.94034	7.80893	7.61937	7.69328	8.2966	8.05367	7.67752	7.95128	7.93367	8.01217	8.03211	8.01841	8.17256	7.99155	7.97646	7.70385	7.7915	7.80315	7.62428	8.33184	8.28081	7.92919	8.02042	7.89141	8.02791	7.66228	8.00478	7.90629	7.9192	7.89217	7.84677	8.08928	7.99149	8.13514	7.72704	8.08183	7.96548	8.19989	7.96578	8.08762	8.24862	7.86352	7.6544	7.9173	8.12149
X3735240	4.71125	4.28842	4.06448	4.4788	4.58885	4.33288	4.20914	4.41833	4.11776	4.35582	4.70168	4.60728	4.40714	4.35187	4.36663	4.32485	4.14462	4.14568	4.35473	4.67818	4.7531	4.5899	4.72359	4.21962	4.07009	4.20203	4.6297	4.2438	4.85975	4.39875	4.86213	4.40582	4.5473	4.4643	4.7637	4.5954	4.63335	4.33003	4.4985	4.47152	4.5933	4.31113	4.42447	4.32946	4.31215	4.38251	4.4202	4.12294	4.13795	4.46386	4.41654	4.5327	4.33451	4.28925	4.31471	4.4276	4.58467	4.4673	4.68901	4.7291	4.13885	4.35206	4.42501	4.23966	4.34983	4.32383	4.3746	4.44175	4.29775	4.36343	4.28853	4.25995	4.40058	4.13993	4.53057	4.51384	4.27965	4.58175	4.35653	4.24522	4.32469	4.82742	4.5495
X3955102	6.33691	6.28031	6.5407	6.32873	6.56102	6.31265	6.31043	6.0908	6.28167	5.91499	5.73991	5.89747	5.71645	6.03122	5.57616	6.20591	5.4172	5.65153	5.3099	6.73547	6.77145	6.24967	6.76604	6.69273	6.5857	6.69441	6.26308	6.47807	6.02974	6.67405	6.36945	6.52957	6.50808	5.87373	6.39199	6.36753	6.55102	6.40128	6.34512	6.5029	6.14624	6.11962	6.34448	5.99119	6.21521	6.69276	6.47125	10.0632	6.23353	6.40572	6.05246	6.68884	2.92705	6.43484	6.51219	6.10509	5.69481	6.60877	6.43148	6.12713	6.15288	6.40281	6.54797	6.37902	6.43363	6.27181	6.06385	6.51076	6.35027	6.32874	6.71339	6.10415	5.53231	6.64813	6.41398	6.41157	6.18293	6.08527	6.49663	6.47685	5.89747	6.41375	6.27951
X3905145	5.92083	6.05869	6.44777	5.39356	7.28985	6.28033	5.64758	6.7768	6.09947	6.46391	6.04243	6.86427	5.34539	6.46621	6.67441	5.70095	6.0469	5.77902	6.47811	6.16935	6.75275	7.18612	6.33227	5.82079	6.44761	5.5772	6.75711	5.63037	6.42364	6.82578	6.80784	5.56324	6.11323	6.84967	6.86193	6.46577	6.95427	6.26029	6.68403	6.70929	5.86641	6.44946	6.23114	4.85116	5.78735	6.55074	6.10605	4.30963	6.78261	6.09079	5.77092	6.14546	8.03783	5.99945	6.35879	6.2169	6.44672	6.26446	6.90168	6.3424	5.68063	6.13847	6.26464	5.87848	5.91001	5.74065	6.74354	5.67255	6.12465	6.43995	6.23893	5.78648	6.24534	6.53123	6.17195	6.04882	5.73239	5.56498	6.27566	6.3303	6.35651	6.11123	6.2614
X3895152	5.38369	5.24332	5.30664	5.45238	5.56056	5.21355	5.05404	5.18704	5.59362	5.45175	5.33654	5.7722	5.12032	5.30526	5.36701	5.41838	5.46783	5.23852	5.50568	5.44568	5.59823	5.38719	5.29626	5.18962	5.14292	5.31328	5.55951	5.43649	5.62482	5.26154	5.26191	5.42422	5.23868	5.31035	5.47999	5.47523	5.41922	5.4578	5.59561	5.40224	5.21467	5.39171	5.34262	5.15878	5.19392	5.21914	5.30148	5.43478	5.39608	5.56036	5.34292	5.53091	5.11033	5.4978	5.3958	5.42772	5.38338	5.60425	5.56896	5.52767	5.48711	5.29484	5.47277	5.09407	5.3807	5.42468	5.2194	5.22495	5.32005	5.35524	5.31512	5.24992	5.51757	5.51451	5.38584	5.70159	5.46986	5.45345	5.67764	5.64803	5.50341	5.49871	5.60199
X3431143	5.87121	5.85175	5.7261	5.91213	5.77319	5.89932	5.86642	5.85625	5.77689	5.81216	5.8541	6.08432	5.87038	5.83469	5.79132	5.85381	5.68553	5.58992	5.87836	5.95327	6.02103	5.93838	5.87339	5.8357	5.69219	5.75467	5.95385	5.9061	6.11259	5.89121	6.04827	5.98733	5.72635	5.96676	5.88354	5.99362	6.06762	5.8895	5.85666	5.85226	5.86357	5.94052	5.94495	5.75114	5.87456	5.80749	6.00288	5.77047	5.74008	5.91692	5.88261	5.76567	5.86807	5.76451	5.77285	5.95036	5.93755	5.86784	6.05023	5.92258	5.8341	5.79889	5.97865	5.7055	6.00635	6.03463	5.84996	5.80305	5.98072	5.93216	5.95221	5.85829	5.78908	6.00088	5.99367	5.95094	5.90334	5.9013	5.90826	5.93044	5.93426	5.86417	5.93477
X3979584	5.51768	5.50735	5.45172	5.24485	5.23714	5.24993	5.53362	5.34855	5.26085	5.13368	5.39635	5.32684	5.26943	5.23224	5.17635	5.17377	5.25283	5.22903	5.42477	5.60126	5.63799	5.22166	5.40621	5.26746	5.62693	5.30132	5.49489	5.3422	5.66782	5.36893	5.49565	5.43178	5.39881	5.53753	5.38048	5.28464	5.12411	5.35111	5.58664	5.20941	5.46809	5.25194	5.50027	5.36791	5.16599	5.44056	5.17386	5.44302	5.27124	5.30257	5.51341	5.18294	5.0142	5.21583	5.17891	5.09739	5.29696	5.7126	5.6584	5.4108	5.25443	5.00412	5.36166	5.09923	5.50238	5.71594	5.17162	5.39803	5.24587	5.35418	5.52162	5.26572	5.12736	5.12305	5.35918	5.05777	5.31249	5.50938	5.40549	5.44842	5.01066	5.15561	5.49173
X3675462	6.23192	6.32421	6.46179	6.55619	6.42571	6.32794	6.45196	6.53371	5.98173	6.58625	6.47037	6.67454	6.27621	6.59895	6.44308	6.35309	6.12112	5.89718	6.63169	6.60569	6.37418	6.65237	6.38124	6.35534	6.39176	6.46996	6.74146	6.64834	6.45313	6.56775	6.70536	6.77237	6.31224	6.56403	6.30154	6.62866	6.72486	6.23515	6.47831	6.44112	6.49806	6.61111	6.3803	6.77106	6.4127	6.42954	6.49494	6.5336	6.42299	6.50162	6.32215	6.43432	6.50105	6.54161	6.32726	6.42343	6.6381	6.59428	6.46065	6.5475	6.48455	6.35537	6.28883	6.21782	6.47897	6.31433	6.26359	6.23198	6.51485	6.34703	6.50067	6.5961	6.51235	6.62821	6.87217	6.72436	6.3858	6.39616	6.31238	6.57748	6.43898	6.42633	6.49321
X3735447	5.68266	5.42498	5.67307	5.58563	5.5301	5.37637	5.56267	5.6402	5.61777	5.98161	5.48612	5.49564	5.32535	5.93859	5.43457	5.63054	5.27174	5.42704	5.40955	5.65392	5.79199	5.65788	5.96743	5.93296	5.45215	5.6517	5.84971	5.4303	5.19439	5.94819	5.68953	5.35151	5.3635	5.54093	5.59555	5.96721	5.50994	5.35906	5.87276	5.65033	5.62983	5.11192	5.8676	5.82996	5.27729	5.78385	5.64463	5.73096	5.46557	5.75778	5.75892	5.54661	5.31828	5.46793	5.69808	5.30242	5.71757	6.04598	5.77535	5.92384	5.26358	5.5265	5.70193	5.19781	5.4802	5.73609	5.34383	5.21533	5.52653	5.52209	5.30954	5.63234	5.28424	5.60053	5.43644	5.69816	5.70503	5.50826	5.56431	5.77541	5.92376	5.34874	5.83249
X3371289	4.674	3.58713	4.40525	4.76785	4.02895	4.04466	4.01672	4.09151	3.32464	4.98021	4.08075	5.07754	5.03562	3.71603	4.69309	4.56634	4.65967	3.76278	4.73225	4.94819	4.38059	4.62801	4.60557	5.5947	5.10803	4.39038	4.56287	4.55203	4.76724	4.33364	5.05215	4.16557	4.8434	4.95278	4.57788	4.95279	4.23498	4.42419	4.38589	4.26955	5.10746	4.14518	4.67387	4.04567	4.29619	4.80973	4.62602	4.55499	4.39257	4.13499	4.48315	4.23843	4.51039	4.46797	4.01946	4.30353	4.00786	5.33734	4.4713	4.77429	4.15916	4.11089	3.99417	4.53965	4.30394	4.36248	4.11282	4.13797	4.37061	4.47994	4.89452	4.57766	3.80291	4.78911	4.1142	4.35994	3.77561	4.68435	4.94925	4.31005	4.35604	4.94021	4.65116
X3261447	5.54094	5.3334	5.13547	5.30271	5.60588	5.28884	5.3634	5.34874	4.93946	5.33484	5.31162	5.45865	5.27084	5.24703	5.16911	5.10255	5.01236	4.96576	5.36089	5.59322	5.52229	5.4972	5.64597	5.2074	5.22046	5.33505	5.3838	5.13852	5.51376	5.63461	5.69368	5.42829	5.28187	5.48102	5.21963	5.44419	5.38525	5.08349	5.39282	5.30578	5.16706	5.27563	5.32728	5.05121	4.91666	5.28729	5.15873	5.18964	5.17044	5.31081	5.48264	5.1056	5.18565	5.20426	5.17458	5.2555	5.12826	5.67066	5.41209	5.44712	5.20912	5.15678	5.40429	4.97237	5.28742	5.46687	5.29019	5.35461	5.2956	5.36163	5.30212	5.59156	5.23964	5.57461	5.36724	5.48211	5.26539	5.41582	5.60113	5.44204	5.35436	5.26588	5.43274
X3980758	5.8264	5.50261	5.57113	5.79816	5.86093	5.58114	5.65056	5.73783	5.42677	5.6353	5.77953	5.97108	5.68316	5.7416	5.6286	5.58711	5.34811	5.45708	5.75054	5.7551	5.9729	5.87626	5.81669	5.64372	5.6802	5.86942	5.69855	5.67719	5.90621	5.79698	5.96707	5.88352	5.66776	5.63058	5.76681	5.82179	6.04653	5.53369	5.715	5.59317	5.84131	5.69367	5.60555	5.63766	5.41299	5.58775	5.63078	5.61133	5.5977	5.67381	5.67084	5.74929	5.4513	5.71983	5.71478	5.6784	5.71272	5.81359	5.68949	5.85875	5.6072	5.70566	5.75971	5.48864	5.73208	5.7863	5.69302	5.65396	5.7033	5.67364	5.60896	5.69592	5.69531	5.73292	5.9538	5.74549	5.71359	5.71993	5.62736	5.59475	5.74175	5.89294	5.63847
X3760945	5.02279	4.21977	3.87506	3.94128	4.16969	4.07564	3.49491	4.21595	4.3244	4.09839	5.09574	4.28581	4.08441	4.20247	4.5637	3.6481	3.76374	3.62647	3.42333	3.92447	4.16271	4.60076	4.97338	4.73505	3.86896	4.22905	4.24831	4.01975	5.21914	4.10801	4.99047	4.41626	4.6336	4.784	3.83649	4.70906	5.20193	4.18239	4.53451	4.16993	4.10625	4.68459	5.03473	3.83925	4.42045	3.67577	4.05882	3.80752	3.97488	4.12963	4.60259	4.26045	4.54746	4.20231	4.25166	3.35341	4.53818	4.32499	4.88729	4.21943	3.98267	4.69595	4.32738	3.84213	4.15157	4.80379	4.38691	4.91799	3.79415	4.74888	3.98698	4.59319	3.56632	3.79622	3.86208	3.5964	4.15579	4.38312	4.36191	4.06883	4.20212	3.64516	4.69009
X3820921	6.31786	6.31044	6.12642	6.08727	6.44989	6.29778	6.29318	6.29526	6.24248	6.17998	6.42954	6.26795	6.31872	6.05028	6.28943	6.1973	6.03706	6.29726	6.12673	6.34871	6.39372	6.42472	6.40621	6.19667	6.04662	6.33421	6.31707	6.09079	6.56317	6.21094	6.43812	6.29749	6.17123	6.13834	6.38325	6.30504	6.35448	6.33773	6.16229	6.0267	6.14161	6.07715	6.41284	6.26441	6.0329	6.16944	6.24773	6.17311	6.16791	6.15253	6.2605	6.26868	6.15159	6.18049	6.1212	6.20582	6.29773	6.4617	6.51129	6.33664	6.17521	6.20568	6.23284	6.25172	6.38554	6.20226	6.17307	6.15893	6.31436	6.26308	6.27131	6.22611	6.17365	6.32274	6.14354	6.30066	6.34401	6.2665	6.22865	6.18908	6.21833	6.48682	6.19208
X3601229	5.19808	5.05492	4.69573	5.10272	5.3401	5.09275	4.96619	5.01998	4.99176	4.93707	5.38411	5.33273	5.2936	5.3493	4.97269	4.85221	4.24164	4.79903	4.53376	5.15727	5.4476	5.47717	5.96444	4.7257	5.14197	5.24849	5.45372	4.64612	5.92792	5.44123	5.58722	5.65017	4.99515	5.31338	5.34441	5.73377	5.48002	5.25108	5.19621	5.02837	5.30927	5.14514	5.08424	5.45695	5.1612	5.03778	5.01597	4.96373	4.91951	5.20447	5.13329	5.14545	5.00384	5.12212	4.83023	4.93821	4.95494	5.29087	5.1494	5.24354	5.51325	5.36083	5.10678	4.70802	5.13086	5.53745	5.12653	5.10008	5.06241	5.46859	5.03392	5.1398	5.14802	5.27146	5.12868	5.33302	5.51637	5.28299	5.27161	5.08387	5.18493	5.34499	5.35386
X3016262	5.42373	5.24204	5.36452	5.26216	5.11148	4.99594	4.93368	5.11244	5.5557	4.97905	5.98902	4.62775	4.74871	4.57095	5.17206	5.11927	4.81739	4.87613	5.49117	5.28211	5.862	5.3642	5.48772	5.13367	4.80342	5.41004	5.57051	5.16728	5.75379	5.86785	5.34516	5.25972	5.82581	5.63646	5.6433	5.23758	5.55684	5.69957	5.72889	5.49956	5.5516	5.30165	5.56984	5.58106	5.20392	5.32569	5.04944	5.65889	5.38976	5.33753	5.73404	5.53318	5.15541	5.23071	4.64736	5.61751	5.20634	5.87683	5.64759	5.35053	5.48612	5.1741	5.18922	4.78282	5.20926	5.31734	5.25289	5.24815	5.39424	5.78037	5.2023	5.19737	4.83362	5.13328	4.87164	5.11629	5.24519	5.25775	5.59481	5.19536	4.74466	5.27706	5.60484
X3980835	7.55359	7.07045	7.25234	7.42759	7.03825	7.02197	7.00292	7.21116	7.21453	7.43141	7.52622	7.67246	7.51867	7.32412	7.24085	7.30895	7.07041	7.04645	7.25555	7.62367	7.53185	7.43439	7.45928	7.24476	7.3834	7.28761	7.50621	7.10753	7.61655	7.41814	7.49486	7.4851	7.38565	7.21378	7.43125	7.2929	7.51829	7.1524	7.33315	7.22098	7.36819	7.3643	7.42681	7.53781	7.38243	7.37388	7.25087	7.4468	7.35563	7.2717	7.35132	7.37243	6.87531	7.40884	7.17141	7.40888	7.42714	7.76514	7.52688	7.5005	7.28261	7.41643	7.30078	7.22642	7.28367	7.29381	7.10718	7.14935	7.33355	7.41355	7.25358	7.11952	7.21109	7.274	7.53885	7.30123	7.26187	7.23972	7.32648	7.43241	7.29078	7.25412	7.45497
X3821121	3.8217	3.79036	3.37722	3.73482	3.86859	3.73848	3.70023	3.45346	3.87998	3.92839	3.71836	3.69249	3.84383	3.94181	3.81462	3.75307	3.47949	3.70418	3.58088	3.81671	3.82298	3.66723	3.90101	3.75356	3.54346	3.35492	3.61517	3.75208	3.89983	4.06391	3.99387	3.6678	3.73161	3.95948	3.99417	3.99642	4.05714	3.604	4.04609	3.69247	3.76264	3.79676	3.63322	3.25359	3.82403	3.92961	3.93381	3.61207	3.68926	3.58711	3.59963	3.60236	4.02284	3.8094	4.17979	4.00528	3.35399	3.55581	4.02463	3.87149	3.66056	3.89185	3.67998	3.52788	3.79562	3.57642	3.55501	3.7562	3.53888	3.92817	3.94614	4.00298	3.18904	3.97996	3.74537	3.78364	3.5919	3.58092	3.50747	3.884	3.90596	3.73165	3.84499
X3980887	4.89652	5.45386	5.41058	4.76631	5.71891	5.41494	5.34412	5.05475	5.42331	4.71465	5.22339	4.82335	5.38774	5.25038	4.7823	5.46616	4.66321	5.35859	4.93825	5.31722	5.69918	5.3761	5.74836	5.14628	5.16291	5.02166	4.97421	4.96686	5.47232	5.50395	5.68518	5.20842	5.30553	5.54168	5.40374	5.39337	5.44535	5.52119	5.2349	5.39834	5.35516	5.24239	5.38905	5.32515	5.27529	5.15759	5.05911	5.09233	5.28954	5.32312	4.9707	5.35107	5.2096	5.44118	5.40198	4.81848	4.92323	5.70025	5.30557	5.23548	5.06016	5.39713	5.17149	5.09091	4.94912	5.09702	5.06398	5.1347	5.34569	5.18417	5.10132	5.18851	5.11601	4.82012	4.99075	5.21717	5.2245	5.37583	4.91769	5.2169	5.63783	5.47955	5.3876
X3821159	7.06477	6.72588	6.52487	6.39145	6.44376	6.56016	6.44324	6.53207	6.64315	6.65539	6.95872	7.09466	7.11573	6.63861	6.55067	6.62407	6.27992	6.59003	6.56259	6.86914	6.9233	6.94333	7.28852	6.74221	6.52655	6.9059	6.93299	6.38576	7.30151	6.95798	6.76074	7.26041	6.74561	6.67864	6.73234	6.85859	7.11894	6.56047	6.79598	6.90696	6.81242	6.4771	6.91995	6.81776	6.63646	6.57089	6.46906	6.53651	6.75408	6.85151	6.98222	6.73527	6.57551	6.60008	6.53487	6.78866	6.43112	7.0259	7.20175	6.85871	6.6421	6.77252	6.76736	6.26951	6.55334	6.7422	6.62311	6.66234	6.59011	6.83629	6.48181	6.68908	6.34645	6.49377	6.76824	6.75813	6.72925	6.75957	6.91562	6.81674	6.22738	6.56936	6.99849
X3371544	5.85783	5.67481	5.59135	5.75391	5.69009	5.62349	5.54301	5.60496	5.47406	5.54508	5.75414	5.90112	5.58859	5.71321	5.58654	5.43217	5.45834	5.4083	5.66148	5.56642	5.90077	5.65981	5.81699	5.63585	5.54838	5.59253	5.67581	5.5559	5.9474	5.59695	5.9154	5.75483	5.54531	5.55403	5.74235	5.79342	5.80133	5.68307	5.71135	5.6278	5.53131	5.63832	5.79405	5.49755	5.68479	5.57378	5.71047	5.796	5.62976	5.73809	5.81594	5.47311	5.56009	5.55832	5.53911	5.68872	5.62284	5.84741	5.78395	5.80827	5.6299	5.6333	5.65963	5.42079	5.71416	5.88585	5.61512	5.51613	5.62874	5.67965	5.71818	5.81378	5.48536	5.70776	5.74128	5.72562	5.68912	5.80381	5.8099	5.6958	5.7014	5.84733	5.74207
X3845620	8.80102	8.70047	8.75552	8.62368	8.79588	8.62681	8.81345	8.78206	8.54874	8.62024	8.79887	8.72378	8.70575	8.46717	8.8471	8.55991	8.50756	8.56473	8.65117	8.81015	8.92342	9.08353	9.13608	8.71922	8.63744	8.89645	9.0121	8.62608	9.13796	8.63768	9.01873	8.72595	8.88934	8.80808	8.79524	8.70534	9.09659	8.67489	8.42756	8.53805	8.56763	8.4666	8.90224	8.78461	8.39692	8.62617	8.62672	8.64744	8.89306	8.66208	8.75572	8.48366	8.53163	8.64233	8.53941	8.60964	8.69746	8.77445	8.93074	8.79959	8.53014	8.53628	8.72561	8.61176	8.70332	8.52985	8.71997	8.48735	8.77648	8.83672	8.81199	8.77774	8.80646	8.59388	8.64237	8.66987	8.60905	8.67075	8.6328	8.53862	8.55645	8.67659	8.76381
X3675840	5.50133	4.96896	5.12078	5.19965	5.33119	5.20435	4.77009	4.94901	4.75494	4.82915	5.25943	5.42691	5.02328	5.08616	4.82759	5.61131	4.94066	4.99184	5.05933	4.90822	5.86013	5.26321	5.49868	5.24819	5.27914	5.12862	5.49622	4.95823	5.61819	5.23692	5.56523	5.23915	4.78318	5.14786	5.35424	5.22625	5.34904	5.13479	5.04925	4.93677	5.18395	5.02892	5.53542	5.47606	5.21779	4.88041	5.24095	4.84228	4.96584	4.75664	4.9373	4.91168	4.87826	5.12932	5.14684	5.08341	5.1704	5.54573	5.48067	5.03593	4.91516	4.85487	5.14359	5.20692	4.97676	4.9276	5.10952	4.97473	5.05785	5.08572	5.1632	5.56101	5.07506	5.26626	5.28629	5.21738	5.26902	5.38402	5.31255	5.43079	5.46438	5.39075	5.09137
X3845708	7.92323	7.82189	7.7311	7.80371	7.87088	7.90596	7.80382	7.87575	7.66507	7.75836	7.94896	7.9335	7.86392	7.66514	7.83582	7.76819	7.63936	7.63445	7.88951	7.87588	8.03349	7.86694	8.03222	7.90568	7.71666	8.01847	7.9103	7.58843	7.99581	7.8143	7.90797	7.9688	7.80027	7.84464	7.79911	7.76158	7.75519	7.78847	7.72571	7.77071	7.75747	7.49125	7.98387	7.81028	7.63526	7.75257	7.66887	7.79211	7.75605	7.61771	7.79627	7.72572	7.53011	7.63869	7.69005	7.80894	7.71081	8.04411	7.94663	7.87808	7.5199	7.75356	7.7415	7.6971	7.71822	7.64917	7.68287	7.58302	7.72274	7.84772	7.79601	7.72697	7.77211	7.82805	7.78818	7.96481	7.7895	7.74358	7.77309	7.83901	7.71349	7.85149	7.89531
X3871256	7.16772	7.03757	6.94178	6.92566	6.75739	6.85369	6.83998	7.21375	7.16137	6.81527	7.34193	7.34784	7.22849	6.97141	7.04509	6.86307	6.85665	6.82986	6.99505	7.13358	7.17354	7.19013	7.39439	7.0416	6.89423	7.03348	7.25125	6.87359	7.49667	7.06678	7.19473	7.24992	6.94185	7.1757	7.02083	6.90033	7.13369	7.0457	6.99617	6.89914	7.08217	6.94653	7.34701	7.07819	7.00139	6.85694	6.86409	6.94409	6.99403	6.95328	7.14075	6.89592	6.68337	6.74866	6.86125	7.28146	6.79254	7.35644	7.37789	6.97829	6.89299	6.95713	6.99769	6.47226	6.83024	6.93906	6.84695	6.83866	6.85668	7.04902	6.81653	7.10199	6.86146	6.80813	6.9958	6.87577	6.95027	6.96591	6.96589	7.05052	6.85276	7.02382	7.15473
