gene	025_08	024_08	025_09	022_06	006_09	013_09	022_09	004_06	001_06	009_09	004_08	031_08	018_06	020_08	023_09	016_07	023_08	039_06	037_08	015_09	016_09	011_09	015_07	018_08	035_06	017_07	012_09	026_09	014_09	017_09	005_09	032_08	021_09	033_08	007_09	016_08	026_08	028_08	030_06	018_05	034_07	032_09	029_09	022_08	036_09	038_09	027_09	033_09	014_08	030_09	003_08	009_07	035_09	017_08	034_06	020_07	007_08	034_08	034_09	031_09	028_09	002_08	004_10	011_10	001_10	006_10	012_10	008_10	010_10	002_10	007_10	024_10	023_10	016_10	028_10	013_10	014_10	015_10	019_10	032_10	018_10	021_10	020_10
X3978453	5.45692	5.65627	5.41617	5.87231	5.62593	5.65849	5.73714	5.60228	5.62423	5.6881	5.54733	5.6573	5.39077	5.52197	5.46288	5.73862	5.23084	5.34837	5.51355	5.5626	5.80021	5.53762	5.57541	5.62436	5.4191	5.64265	5.71815	5.5578	5.75224	5.55803	5.62884	5.85137	5.52374	5.43415	5.51513	5.56687	5.60541	5.44046	5.41532	5.49806	5.53079	5.58231	5.43971	5.60205	5.33067	5.60703	5.40167	5.61736	5.46459	5.66555	5.6164	5.34077	5.43285	5.61562	5.40833	5.60462	5.65721	5.53693	5.66637	5.71933	5.49496	5.53666	5.545	5.49115	5.6543	5.55687	5.47996	5.56311	5.63404	5.57335	5.596	5.46862	5.44011	5.54341	5.68542	5.63666	5.70291	5.5381	5.47446	5.7979	5.55567	5.69257	5.48569
X3394488	5.60479	5.35201	5.44478	5.6737	5.08881	5.41745	5.21651	5.48149	5.29159	5.42425	5.55188	5.99465	5.71334	5.69811	5.33672	5.42981	5.35206	4.98825	5.20522	5.86157	5.86021	5.48798	5.8235	5.39001	5.3309	5.10466	6.09844	5.48649	5.71548	5.68269	5.49269	5.61775	5.44911	5.79518	5.80564	5.53596	5.53077	5.4362	5.64031	5.61267	5.16841	5.24034	5.61061	5.40072	5.41741	5.36261	5.70085	5.73982	5.48739	5.55368	5.38266	5.44434	5.43447	5.22932	5.37309	5.76256	5.51306	5.78229	5.91534	5.88673	5.46498	5.36515	5.44874	5.04202	5.13716	5.87234	4.92144	5.0452	5.40577	5.65069	5.49348	5.03396	5.08145	5.57537	5.33827	5.48211	5.42356	5.70752	5.52948	5.70424	5.71263	5.43021	5.55195
X3708704	7.22848	7.11686	7.06345	7.23584	7.3225	7.12901	7.0671	7.07763	6.99707	6.96532	7.30285	7.39416	7.17574	7.21624	7.00294	7.16066	7.03647	6.9484	7.19445	7.19394	7.25834	7.00133	7.08555	7.05946	7.01083	7.13893	7.12437	7.16043	7.07846	7.06632	7.18958	7.13123	7.11645	7.03404	7.00936	7.1184	7.09911	6.9945	7.0827	7.17885	7.20974	6.91604	7.27395	6.99981	7.02096	7.04913	7.19103	6.92651	6.94921	6.96904	7.13504	7.02675	7.04963	6.95263	7.01714	7.10077	7.0817	7.44756	7.23051	7.1956	6.84942	7.10331	7.08576	6.88421	7.0241	7.0487	7.05073	6.9299	6.95572	7.01033	7.17795	7.09054	7.02359	7.29286	7.10792	7.16913	7.18773	7.19728	7.1856	7.23949	7.09504	7.19122	7.08082
X3758692	5.94429	5.48106	5.62468	5.73065	5.54317	5.63149	5.51403	5.62199	5.4421	5.71504	5.79274	5.92269	5.79104	5.76124	5.43427	5.66481	5.54435	5.50821	5.39156	5.68512	5.78667	5.42484	5.88915	5.77427	5.69959	5.47453	5.84919	5.53162	5.72899	5.69395	5.76338	5.77631	5.67559	5.5154	5.47637	5.81585	5.85577	5.43022	5.61909	5.67649	5.44189	5.4695	5.81154	5.50485	5.43741	5.53509	5.53159	5.9178	5.62468	5.5748	5.60924	5.6364	5.1667	5.66811	5.51997	5.48115	5.66881	5.88648	5.78603	5.86481	5.49481	5.64534	5.52246	5.24157	5.47303	5.67657	5.3819	5.29093	5.57391	5.60161	5.67648	5.48044	5.66738	5.87535	5.61261	5.71427	5.61973	5.78509	5.67254	5.57738	5.75847	5.7105	5.64668
X3818732	5.82268	5.61766	5.56599	5.9065	5.74951	5.88359	5.67737	5.79965	5.59302	5.67772	5.85647	5.9591	5.57946	5.82208	5.55694	5.59939	5.66801	5.62124	5.70824	5.66982	5.90969	5.61974	5.76001	5.56161	5.64974	5.43524	5.80414	5.43274	6.21863	5.93898	6.19906	5.86955	5.63528	5.41828	5.87596	5.98429	5.81467	5.61073	5.71643	5.5587	5.41308	5.63704	5.83369	5.44829	6.01794	5.53269	5.68355	5.72707	5.68454	5.58107	5.8411	5.85006	5.42939	5.69653	5.32949	6.0328	5.88946	5.69017	5.75115	5.69176	5.384	5.57339	5.58083	5.43616	5.54611	5.68896	5.65691	5.6016	5.62358	5.6653	5.76445	5.62073	5.56094	5.66643	5.76961	5.71189	5.6467	5.86637	5.42734	5.43492	5.60792	5.68717	5.53469
X3674434	6.09006	5.94017	5.65907	5.85961	5.97195	6.05101	5.81474	5.94572	5.7138	5.83484	6.09485	6.06125	6.01498	5.82865	5.87598	5.97452	5.87296	5.84051	5.91127	5.84393	5.97871	5.98224	6.21526	5.82926	5.51648	6.01125	5.99613	5.84929	6.09155	5.85268	5.91473	5.91496	5.79987	5.75342	5.88551	5.99904	5.83727	5.80897	5.97118	5.86399	5.97556	5.83326	6.00069	5.86183	5.71298	5.81271	5.88555	6.07313	5.9626	5.95294	5.91531	5.73057	5.79754	5.79305	5.69491	6.03928	5.95229	6.02266	5.90661	5.9588	5.85296	5.76112	5.85667	5.68397	5.89982	5.68579	5.82815	5.75581	5.83569	5.90114	5.79921	5.82822	5.80731	6.01605	5.77007	6.02389	5.84799	6.00929	5.91558	5.76831	5.91721	5.96723	5.8425
X3844297	6.53532	5.90785	6.26487	6.18946	5.74441	5.91021	6.08809	6.02759	5.80433	5.98083	6.23572	6.30763	5.91907	6.2486	6.08003	5.94084	6.17116	5.89334	6.33916	6.24946	6.30026	5.95241	6.38001	5.84382	6.05132	6.13258	6.18417	5.72591	6.13396	5.98418	6.00508	5.88413	6.15062	6.16858	6.12899	6.17678	6.06689	6.02835	6.43129	6.17012	5.97238	5.9975	6.49338	6.01451	6.14055	6.21731	5.85331	6.12187	6.40297	6.28685	6.36074	5.96631	5.93515	5.97814	5.9241	6.38345	6.29313	6.51185	6.43055	6.13335	5.75995	6.03941	6.23308	5.64238	6.107	6.17821	5.93647	5.97375	5.93558	6.12557	6.0591	6.29516	5.87202	5.8407	6.24801	6.16224	5.89199	6.22092	6.08544	5.95035	5.86233	5.99793	6.37929
X3894288	7.96862	7.90512	7.59173	7.73288	7.958	8.01217	7.5167	7.88927	7.52523	7.69207	7.83202	7.56229	7.78918	7.60076	7.74996	7.55585	7.5144	7.63989	7.72122	7.65201	7.75532	7.84897	7.86608	7.70358	7.73644	7.30178	7.69404	7.56463	8.03854	7.80256	7.8711	7.68885	8.02448	7.88003	7.70224	7.92464	7.83347	7.82261	7.94896	7.76679	7.3448	7.91414	7.79451	7.50251	7.66726	7.44863	7.88562	7.62637	7.51538	7.74952	7.75112	7.71774	7.86323	7.731	7.93675	7.60241	7.68084	7.8531	7.86989	7.8852	7.55322	7.54908	7.81157	7.52884	7.65391	7.64395	7.89731	7.80483	7.45218	7.71743	7.72737	7.82706	7.60779	7.47028	7.67023	7.73893	7.35162	8.03354	7.56323	7.48569	7.58075	7.81717	7.57464
X3818842	6.65237	6.29432	6.29764	6.53046	6.26712	6.26179	6.43112	6.45776	6.75482	6.61027	6.82996	6.52248	6.21775	6.47902	6.50325	6.28865	6.15313	5.88058	6.51893	6.52037	6.8332	7.03984	7.04119	6.58748	6.41369	6.51327	6.75796	6.11902	7.07441	6.50603	6.75312	6.4908	6.59908	6.4061	6.55144	6.44689	6.74471	6.45199	6.36349	6.40351	6.24997	6.32602	6.65388	6.55439	6.06	6.33637	6.10159	6.54194	6.57217	6.35106	6.53548	6.54939	5.98254	6.49313	6.25518	6.42749	6.48979	6.8857	6.91991	6.75726	6.12663	6.18671	6.49158	6.02083	6.33479	6.26813	6.57628	6.53189	6.318	6.39742	6.48852	6.44397	6.31891	6.44688	6.6069	6.48325	6.29387	6.72999	6.45491	6.40658	6.24124	6.74666	6.52376
X2659814	6.91598	6.07771	6.37559	6.81444	6.53301	5.93489	5.65417	6.13227	6.49714	5.71615	7.30879	6.35703	6.80663	6.22006	6.67203	5.67837	5.8378	6.18362	5.82803	6.18866	6.80592	7.16087	6.96744	5.83368	6.03944	5.91385	6.34896	5.99664	7.00413	6.68056	6.5417	6.62014	6.95739	6.33965	6.69971	6.60984	7.19353	6.39582	5.98746	6.09031	6.30412	5.97666	6.38266	6.03541	6.28304	6.42492	6.29179	6.82212	6.49453	6.28891	6.67058	6.37366	6.27629	6.60396	6.16978	6.43549	6.17529	6.92553	7.09956	6.45022	6.30185	6.20798	6.28522	5.55833	6.16738	6.34137	6.23247	6.22849	6.25276	6.69417	6.10618	6.56411	6.42695	6.14314	6.50991	6.2398	6.47452	6.6454	6.30622	6.27927	5.85873	6.66206	6.62894
X3734479	4.29809	4.05808	4.40696	4.50642	4.26845	3.81748	3.9901	3.97626	4.03288	4.15201	4.30809	4.83383	4.2865	4.5259	3.96451	4.454	3.78347	4.06256	4.08828	4.47799	4.71893	4.16657	4.27531	4.19403	4.0634	4.07089	4.50657	4.0204	4.29669	4.61965	4.61712	4.63904	3.97793	4.22991	4.4552	4.34834	4.54085	4.15765	4.35057	4.17847	4.15873	3.9631	4.07342	4.40209	4.41869	4.19152	4.20458	4.11999	4.21229	4.22874	3.9432	4.38875	3.93158	4.23905	4.04393	4.45461	4.11419	4.76809	4.15746	4.15696	4.06863	4.3379	4.22385	3.91307	3.95741	4.35606	4.15587	4.47052	4.50804	4.21931	4.31752	4.2132	4.15908	3.9762	4.28636	4.3909	4.09273	4.29709	4.2438	3.90498	4.40036	4.22597	4.05498
X3708961	3.98186	4.11937	3.71787	3.7316	3.97968	3.67783	3.87426	3.95312	4.19341	3.8236	4.01704	4.05421	3.87479	3.93341	3.70483	4.16286	3.36613	3.6873	3.88373	4.2137	4.13935	4.02826	4.04537	4.25886	4.07642	4.12066	3.81658	4.0393	4.37347	3.94314	4.32375	3.61812	4.03078	4.0253	3.95523	4.03824	3.84945	4.26162	4.2993	3.98603	3.77952	4.08835	4.17405	4.03841	4.28415	4.13117	3.67237	3.7836	3.57886	3.85641	3.96383	4.17465	3.93976	3.75138	3.68975	3.67536	3.74001	4.35008	4.57019	4.10177	3.62307	3.62076	4.14977	3.62731	3.93646	3.70759	3.82995	3.71897	4.00509	3.7432	3.9714	4.14743	4.0692	4.03756	3.89652	4.00409	3.89615	3.84987	3.78233	3.98569	3.8722	3.89559	4.02434
X3758928	4.02391	3.80778	3.52065	4.07687	3.77343	3.57791	3.35464	3.58008	3.67847	3.77816	3.82093	4.11053	3.65225	4.11674	4.02995	3.94459	3.67993	3.29332	3.73155	3.70867	3.90511	3.96986	3.63987	3.75884	3.90602	3.94814	3.97738	3.69499	4.5048	3.7619	4.02765	4.27588	3.83052	3.59694	3.93205	4.36937	4.33092	3.72512	3.9404	3.8814	3.84075	4.08115	3.73009	3.61854	3.71589	3.58222	3.99666	3.77519	3.70971	3.95897	3.6576	3.90921	4.15423	3.9961	3.90997	4.2923	4.107	3.96003	4.27886	4.06276	4.06392	3.82494	3.91564	3.7919	4.12573	3.71758	3.96068	4.04254	3.7668	4.0305	3.7639	3.86353	4.02613	3.95631	3.89171	4.12225	3.86435	4.2291	3.7085	3.82911	3.8824	4.32582	4.20141
X3818897	6.30177	6.20136	6.08297	6.23413	6.26628	6.26335	6.20324	6.127	5.86271	6.14766	6.34679	6.29996	6.37465	6.05498	6.17394	6.20362	5.84715	5.85374	6.35575	6.37338	6.43681	6.2154	6.36527	6.15636	6.0472	6.24051	6.48443	5.93688	6.42447	6.09695	6.34142	6.24639	6.12113	6.15696	6.31239	6.28888	6.14878	6.19361	6.15059	6.15379	6.16543	6.03641	6.45281	5.98677	6.06726	6.14311	6.13484	6.18448	6.089	6.08483	6.09044	6.06142	6.05333	6.08566	5.96439	6.35628	6.13485	6.50959	6.26987	6.26692	6.04304	6.09639	6.12336	5.9976	6.08466	6.04213	6.12402	5.90965	5.91464	6.22806	6.24138	6.10497	6.04319	6.27671	6.12922	6.32771	6.04011	6.2901	6.15729	6.15851	6.19804	6.19667	6.20075
X3454755	6.43562	6.07531	5.66474	6.04253	5.84654	5.90431	5.98331	5.91231	5.81654	5.78255	6.18283	5.91021	5.90316	5.7745	5.95752	5.66689	5.89463	5.42391	6.03376	6.14424	6.50068	6.42453	6.37728	5.81035	5.72671	6.09571	6.38585	5.95501	6.6451	6.255	6.238	6.19779	6.13272	6.21858	5.96642	6.14664	6.49528	6.09803	6.02571	5.96917	6.02496	5.8486	6.38856	5.93074	5.89834	6.01559	5.68586	6.04196	5.97725	6.0076	6.19513	5.6197	5.88299	5.59997	5.79437	6.1506	5.69601	6.47993	6.32516	6.43882	5.7829	5.62405	6.0629	5.50347	6.13099	6.029	6.17966	6.04094	5.85621	6.14745	6.15175	6.07854	5.87461	6.10399	5.84622	6.16099	6.08927	6.33633	6.17764	5.98583	5.88359	6.25789	6.24793
X3928866	6.49621	6.34896	6.26117	6.39294	6.33016	6.2279	6.38771	6.19784	6.28241	6.21675	6.49267	6.47505	6.29523	6.26473	6.29857	6.31708	6.02532	6.22054	6.29998	6.55364	6.7799	6.4168	6.58954	6.28864	6.17731	6.30128	6.51926	6.1716	6.60988	6.40656	6.76449	6.51865	6.32554	6.43304	6.45155	6.57006	6.52412	6.27195	6.32973	6.23596	6.16885	6.30805	6.46413	6.17433	6.31478	6.54316	6.39191	6.25691	6.34502	6.45997	6.42416	6.35606	6.11975	6.2899	6.29336	6.38531	6.37574	6.75055	6.45802	6.55294	6.25806	6.16904	6.41194	6.09549	6.40386	6.40258	6.40653	6.59041	6.43066	6.46459	6.40404	6.28202	6.39717	6.26493	6.54386	6.23145	6.33241	6.42541	6.23915	6.28703	6.23387	6.35033	6.31662
X3709153	4.63889	4.50629	4.64145	4.43343	4.83281	4.46242	4.31983	4.62293	4.7488	4.651	4.73308	4.72307	4.68192	4.67352	4.53938	4.48881	4.1747	4.44171	4.50359	4.38454	4.74248	4.7594	4.89882	4.21692	4.59623	4.73252	4.71941	4.2392	4.67946	4.63409	5.01028	4.46388	4.71014	4.63313	4.70865	4.82797	4.8568	4.764	4.79162	4.66429	4.6531	4.48743	4.47614	4.41664	4.32732	4.6822	4.36358	4.67092	4.56072	4.61515	4.61877	4.75232	4.65874	4.4446	4.72553	4.57422	4.54619	4.83011	4.67789	4.72184	4.50309	4.58152	4.33041	4.59068	4.64964	4.55367	4.69272	4.62672	4.49746	4.69562	4.67297	4.49558	4.44757	4.48729	4.71953	4.52921	4.66614	4.57854	4.49545	4.51468	4.48653	4.68505	4.60936
X3844486	4.72486	3.96307	4.29544	4.45652	4.52609	4.43821	4.3167	4.03858	4.17044	4.43017	4.50942	4.3932	4.30653	4.31049	4.09826	4.54311	3.6867	4.07895	4.26351	4.44508	4.28403	4.4399	4.41369	4.14376	4.08913	4.13184	4.51909	4.27363	4.25799	4.18365	4.86666	4.28423	4.81897	4.3284	4.16894	4.63454	4.69058	3.96264	4.60465	4.74739	4.27666	4.24454	4.61666	3.71989	4.55918	4.6712	4.2193	4.37258	4.421	4.14214	4.48775	4.45455	4.19247	4.22383	4.31944	4.66295	4.74416	4.988	4.91598	4.43479	4.16508	4.34204	4.09292	3.85318	4.08736	4.49024	4.05818	4.2768	4.31685	4.55405	4.14939	4.36453	3.7661	4.1254	4.39379	4.19566	4.23428	4.31559	4.21682	4.25451	4.03017	4.09487	4.29083
X3760137	6.63511	6.51433	6.29667	6.68211	6.63143	6.5163	6.43211	6.55511	6.53484	6.50919	6.62173	6.68023	6.505	6.59582	6.46066	6.57874	6.12079	6.19429	6.51025	6.76166	6.77719	6.716	6.76139	6.54834	6.41656	6.63486	6.74155	6.58895	6.91727	6.61798	6.8694	6.67883	6.52881	6.77241	6.74517	6.85658	6.77734	6.60728	6.54497	6.4413	6.56328	6.63199	6.59472	6.59269	6.46731	6.43967	6.62247	6.68836	6.56018	6.58746	6.58968	6.5254	6.74134	6.61677	6.48952	6.51812	6.42995	6.70285	6.69075	6.81065	6.7424	6.53394	6.66559	6.56488	6.7524	6.64101	6.62119	6.51961	6.70359	6.80299	6.72503	6.44321	6.46063	6.71204	6.57657	6.56199	6.67226	6.47421	6.55658	6.65473	6.75188	6.68297	6.62835
X3405032	6.08354	6.03318	5.67641	6.30859	5.77436	5.80052	6.16508	6.09394	5.52551	5.90931	6.35498	6.19656	5.67754	5.91527	6.00332	5.67893	6.2601	5.70429	5.74115	6.13231	6.1826	6.15282	6.04608	6.06742	5.48981	6.11999	6.36723	6.23704	5.77304	5.9241	6.24591	6.16368	5.96094	6.22963	5.98534	6.34312	6.58935	6.61058	6.07795	5.77861	5.81957	5.90343	5.87327	5.46628	5.5171	6.10359	5.82619	6.02822	5.87069	6.04988	6.35966	5.82742	5.84198	5.70978	5.58546	5.9475	5.76558	6.34121	6.03247	6.35044	6.12855	5.7459	5.96641	5.9413	5.98313	6.22755	6.39875	6.08801	5.96585	6.19787	5.88116	6.05052	6.16043	5.94533	6.11325	6.28316	6.23486	6.07801	5.75938	6.2991	5.99903	6.23921	6.30268
X3819200	6.5212	6.30005	6.17296	6.41179	6.17132	6.34507	6.37444	6.3094	6.19339	6.48084	6.43102	6.5195	6.35573	6.51306	6.39711	6.28531	6.34522	6.16316	6.29677	6.43549	6.50138	6.33199	6.33311	6.5133	6.38787	6.21188	6.66219	6.08472	6.72171	6.25802	6.56332	6.35429	6.591	6.29936	6.3604	6.34303	6.48195	6.30271	6.39944	6.22008	6.35041	6.38908	6.66136	6.12589	6.31701	6.2861	6.43814	6.36139	6.27561	6.28858	6.36364	6.4688	6.12561	6.39466	6.29181	6.41263	6.39392	6.62294	6.58101	6.65591	6.1654	6.0785	6.36304	6.12862	6.09578	6.22179	6.32869	6.19478	6.44726	6.2411	6.24754	6.11411	6.10809	6.42788	6.24772	6.35614	6.11268	6.305	6.28782	6.20482	6.38412	6.6904	6.41936
X2805498	3.2834	3.01665	3.11264	3.47424	3.05201	3.2793	3.17694	3.01336	3.08129	2.89527	3.12265	3.17017	2.89574	3.16518	3.14606	2.86748	2.81089	2.98242	2.96591	2.83719	3.25542	2.97748	3.03158	3.01006	2.93897	3.11398	3.44771	2.91329	3.21758	3.71567	3.2307	3.00893	3.17811	3.51174	2.86793	2.98715	3.20698	3.35028	2.84669	2.74397	3.19961	3.40061	2.9155	3.41327	3.21241	3.06413	2.98276	3.3286	2.95059	2.9173	3.00663	3.17562	2.90264	3.22014	3.45395	2.82029	2.92639	3.23224	2.86095	3.22334	2.29848	2.8896	3.18168	2.87061	2.77966	3.02719	3.08922	3.02552	2.77725	2.76028	2.58169	3.0016	3.22331	2.90516	3.39652	2.78904	3.61387	2.95474	3.1381	3.19817	2.81637	3.29942	3.17359
X3260666	5.33833	5.4341	4.86172	5.39686	5.11964	5.30742	5.26432	5.02728	5.18208	5.04591	5.33314	5.16297	4.93059	5.03434	5.35482	5.08788	5.06494	4.78715	5.13732	5.28041	5.36223	5.28596	5.49903	5.07857	5.14601	5.05474	5.54141	5.10007	5.763	4.86006	5.15149	5.53208	5.30231	5.31778	5.09272	5.40756	5.42089	5.29054	5.24325	4.89272	4.72873	5.2291	5.22985	4.86344	5.22935	5.19573	5.06393	5.23941	5.52402	5.3724	5.37161	5.02157	5.22932	5.13413	5.11154	5.43055	5.3896	5.27035	5.45509	5.28278	5.23292	5.16251	5.31174	5.18063	5.19886	5.42061	5.1871	5.1417	5.21287	5.24361	5.32449	5.15233	5.24313	5.30594	5.16555	5.27013	5.07325	5.387	5.16603	5.27579	5.18826	5.4055	5.22225
X3709327	4.65755	4.42534	4.45512	4.41101	4.5613	4.55399	4.17161	4.46776	4.37069	4.48056	4.69033	4.61563	4.46792	4.52388	4.32402	4.21198	4.27891	4.41739	4.338	4.43033	4.89141	4.70365	4.64296	4.20853	4.28262	4.50312	4.58021	4.01315	4.61277	4.77738	4.92845	4.5081	4.3784	4.44823	4.46988	4.58778	4.80376	4.5311	4.43903	4.39196	4.46722	4.68727	4.48321	4.42786	4.55858	4.53028	4.33091	4.71444	4.40624	4.40423	4.5423	4.52551	4.47676	4.76768	4.40761	4.67599	4.4054	4.61799	4.60422	4.58475	4.71702	4.76748	4.27383	4.34971	4.30882	4.559	4.21636	4.47473	4.57991	4.50883	4.41321	4.40532	4.13763	4.29969	4.59244	4.47719	4.69331	4.5085	4.40156	4.22255	4.52018	4.58947	4.71705
X4054639	6.00092	5.53276	5.55946	6.00304	5.84951	5.70938	5.74351	5.66174	5.64897	5.86422	5.98099	5.88954	5.71577	5.85354	5.60369	5.70057	5.51915	5.6311	5.88395	6.05137	5.86623	5.58785	6.17853	5.64197	5.50896	5.92902	5.94118	5.52452	5.9478	5.80712	5.9091	6.17758	5.28636	5.58104	5.50009	5.89206	5.86877	5.5587	6.05382	5.485	5.48567	5.47019	5.86396	5.89605	5.62333	5.656	5.66749	5.56213	5.81996	5.73487	5.90639	5.35721	5.64011	5.70706	5.50077	5.92503	5.89481	6.3992	5.55777	5.74009	5.46387	5.41389	5.66658	5.49192	5.55456	5.55577	5.55042	5.75316	5.58254	5.69259	5.46227	5.95951	5.62243	6.01433	5.72981	5.86855	5.75748	5.85755	5.91966	5.84766	5.57045	5.70522	5.77101
X3819312	5.61473	4.83862	4.65621	4.9952	4.41349	4.92846	5.20585	4.80255	4.35552	4.38765	4.4707	4.99185	4.89127	4.25562	4.64653	4.27577	4.58055	3.99085	4.61763	5.35153	5.5792	5.49359	5.60156	4.81166	4.47969	4.44055	5.35679	4.40366	5.34031	4.70584	5.5904	5.34103	4.75699	4.96809	5.26726	5.20821	5.32083	4.87248	5.25321	5.03408	4.38656	4.19253	5.19446	4.6803	5.29928	4.92979	4.64245	4.80996	4.61816	4.7405	5.21044	4.30548	4.40444	4.44175	5.22025	5.18086	4.22123	5.36122	5.02915	5.20467	4.30192	4.24758	4.97344	4.44057	4.72293	4.65891	4.60673	4.67594	4.08622	4.57559	4.66181	4.93263	4.55881	4.7963	4.72679	4.78335	4.53516	5.37505	4.83233	4.9517	4.74909	4.53094	4.91343
X3674886	6.41504	5.90226	5.95024	6.01443	6.36569	5.94626	5.84596	5.66225	5.56346	5.97907	6.24314	6.23301	5.95685	5.9435	5.91957	5.99465	5.67217	5.72981	6.13499	6.11367	6.22078	6.18872	6.3233	6.08186	6.03866	6.2036	6.27805	5.75199	6.56392	6.36664	6.33589	6.28097	6.03322	6.1768	6.29829	6.43176	6.30012	5.90315	6.35438	5.87015	5.90603	6.04076	6.15043	6.01097	5.87475	5.88473	5.83321	5.90824	6.12258	5.89305	6.2657	6.12153	5.75643	6.04302	5.89781	5.88192	5.87025	6.44578	6.14972	6.02192	5.91017	6.21019	5.85496	5.73289	5.99698	6.04795	5.97846	6.00066	5.84086	6.0381	5.99415	6.08108	5.69327	6.05677	6.2787	6.1601	5.87774	6.37623	6.04113	5.84041	5.90335	6.16349	6.1306
X3844822	6.57622	6.22394	6.3584	6.46758	6.30051	6.10325	6.24388	5.99365	5.87968	6.1203	6.21047	6.5069	6.49135	6.22154	6.25444	6.06268	6.00867	6.04962	6.28572	6.47101	6.45852	6.19383	6.39358	6.36625	6.33614	6.37057	6.24443	6.20941	6.45218	6.1284	6.41713	6.32557	6.3107	6.13904	6.18763	6.19699	6.48636	6.07274	6.40002	6.26134	6.34549	6.04754	6.2867	6.40947	6.17208	6.02384	6.15337	6.24635	6.28427	6.27597	6.40258	6.15799	6.06267	6.29085	6.18373	6.35584	6.24891	6.72594	6.25031	6.44609	6.04243	6.36481	6.14852	5.90763	6.18441	6.24477	6.12184	6.10421	6.13851	6.40569	6.15671	6.32653	6.13818	5.95406	6.43551	6.29327	6.05507	6.41955	6.15383	6.1224	6.18966	6.22233	6.52456
X3430716	5.17297	4.84204	4.40102	5.27456	4.44955	4.85345	4.15348	3.98739	4.12209	4.90275	4.67785	5.1207	4.68696	5.01699	4.16502	4.69323	4.47006	4.52338	4.69186	5.00021	5.12387	4.46782	4.81556	4.89081	4.67063	4.79508	4.67641	4.82614	4.85288	4.87791	4.87315	5.18214	4.24921	4.28745	4.86783	4.46295	5.01752	4.3444	4.69803	4.70125	4.58263	4.51672	4.64848	4.29743	4.92073	4.71628	4.66521	4.21396	4.59691	4.47169	4.88531	4.45305	4.40672	4.38803	4.65352	4.60448	4.57518	5.14611	4.55019	4.55904	4.45513	4.67007	4.50102	4.48879	4.26088	4.47052	4.70879	4.86034	4.6526	4.51269	4.65029	4.7249	4.62271	4.96201	4.58144	4.55811	4.26527	5.09694	4.48019	4.46228	4.73276	4.68027	4.1833
X3260895	4.34707	3.90244	3.96913	3.90746	3.79313	3.85103	3.83116	3.65923	3.30468	3.90644	3.80439	3.69964	3.73787	3.84807	3.67957	3.88447	3.64161	3.96206	3.69035	3.91996	4.3071	3.9483	4.1986	3.61336	3.8751	4.11245	3.82485	3.47107	3.98196	3.93852	4.06752	3.94878	4.01765	3.92749	4.26065	4.13966	4.10165	3.9154	3.87265	3.7247	3.90729	3.71319	4.02893	3.99357	3.78829	3.86598	3.86855	3.98939	3.93759	3.60724	4.04676	4.0486	3.90481	3.90287	3.94043	4.1443	3.88035	4.16424	3.94589	3.94892	4.12214	3.99736	3.7685	4.38148	3.9301	3.87542	3.95322	4.10311	3.83947	3.92206	3.95641	3.81566	3.85917	3.77612	3.99451	3.96937	3.9881	4.12632	3.72423	3.53311	3.83491	3.98725	3.63399
X3675116	5.48162	5.19804	5.33389	5.24986	5.13725	5.17419	5.22157	5.41255	5.18561	5.50059	5.34535	5.42138	5.42343	5.22298	5.4887	5.48718	5.1958	5.09587	5.45395	5.60189	5.37337	5.55652	5.74792	5.26433	5.30368	5.31348	5.25945	5.15777	5.68952	5.33516	5.63483	5.63315	5.43783	5.22772	5.41188	5.37804	5.71582	5.42356	5.51123	5.09417	5.50752	5.27682	5.89322	5.48302	5.10498	5.1727	5.03384	5.53022	5.43391	5.5812	5.37572	5.47141	5.01268	5.14145	4.92272	5.46811	5.14991	5.55936	5.54675	5.2128	5.19087	5.31947	5.50988	5.16363	5.38749	5.19393	5.26784	5.18971	5.32775	5.3893	5.40932	5.50471	5.44446	5.18194	5.41553	5.27074	5.4291	5.62668	5.21329	5.45288	5.1356	5.15287	5.28018
X3345403	8.24871	8.27095	8.13883	8.32196	8.19728	8.00121	7.903	8.18606	7.97524	8.00877	8.22305	7.94011	8.07992	7.883	7.75486	8.23404	7.74051	7.4066	8.01511	8.41337	8.59605	8.60873	8.34785	8.36508	7.90805	8.68338	8.27083	8.1092	8.54983	8.44241	8.6465	8.22241	7.9943	8.25462	8.3586	8.16299	8.32199	8.63337	8.42954	7.93042	8.03559	8.22531	8.2675	8.34791	8.1944	8.34467	8.23453	8.30789	8.15765	8.06586	8.09739	7.79234	7.95684	8.23981	8.00666	8.35712	7.90258	8.64342	8.31822	8.34385	7.98103	7.87663	8.34316	8.04348	8.51082	8.11734	8.39459	8.13707	8.36214	8.29856	8.34372	8.19035	8.31	8.25883	8.39001	8.11085	8.05153	8.2694	8.11854	8.17641	8.34283	8.08438	8.22243
