Regulator	Target	MI	pvalue
X3656855	X3852586	0.3655979147201734	0.0
X3760137	X3822122	0.38018281376138646	0.0
X4026956	X3860229	0.5049136807628413	0.0
X4026956	X3334025	0.40563099851934825	0.0
X4026956	X3848584	0.3854166048958785	0.0
X3760137	X3392996	0.3537483744008318	0.0
X4026956	X3943101	0.39098703868973933	0.0
X3760137	X3303059	0.3488893358552521	0.00436237851607757
X3760137	X3482977	0.35335993354168893	9.265912245091101E-4
X3760137	X3882652	0.36933702278808	0.0
X4026956	X3438617	0.40092672129857865	0.0
X4026956	X3774635	0.476697030436234	0.0
X4026956	X3853942	0.5542175896383944	0.0
X3760137	X3414846	0.37536253253288837	0.0
X4026956	X2888341	0.3836511634746196	0.0
X3453882	X3191900	0.3784084211425076	0.0
X3760137	X3336857	0.3671942897498483	0.0
X3760137	X3743611	0.3715899854752311	0.0
X3453882	X3756046	0.36515209226947476	0.0
X4026956	X3665882	0.3728789379004222	0.0
X4026956	X3841134	0.3965219370513552	0.0
X4026956	X3767480	0.37648818868058487	0.0
X4026956	X3737697	0.38010184769800187	0.0
X3760137	X3841260	0.39959990763743714	0.0
X3453882	X3687752	0.3570022555452915	0.0
X3453882	X3963289	0.36704937934434734	0.0
X4026956	X3819200	0.3735467881636403	0.0
X3760137	X3458451	0.418770165269909	0.0
X4026956	X3675266	0.3780760640137004	0.0
X4026956	X3822805	0.3663398713587217	7.89838214313221E-4
X4026956	X3994710	0.38849726516829847	0.0
X4026956	X3633403	0.4100064007829352	0.0
X4026956	X3608466	0.35552413773524605	5.298392441233091E-6
X4026956	X3832114	0.37588643804906163	0.0
X4026956	X3834778	0.43831086216055903	0.0
X4026956	X3841076	0.36797656450941085	0.0
X4026956	X3261447	0.3723303273842819	0.0
X3453882	X3476665	0.3608572746821745	3.84878273003153E-5
X4026956	X3375340	0.39857559157172	0.0
X3760137	X3380065	0.3515361020814924	0.0
X4026956	X3751121	0.3840092273833546	0.0
X3453882	X3334025	0.373107688429052	0.0
X3760137	X3739668	0.38111541630069534	0.0
X4026956	X3720859	0.35890996183168167	0.0
X3453882	X3621140	0.35879544861261764	0.0
X4026956	X3837836	0.36219202875896916	0.0
X4026956	X4009062	0.41011198057571807	0.0
X4026956	X3686728	0.3674557951155494	0.0
X3453882	X3774635	0.37135873929252305	0.0
X4026956	X3738138	0.4304667778803255	0.0
X3453882	X3335338	0.3869024228318183	0.0
X3760137	X3735240	0.3588241424499825	0.0
X3760137	X3714309	0.38949651350584874	0.0
X3656855	X3377149	0.3716707027692618	2.145588595681147E-8
X3760137	X3980329	0.3609606982657086	1.1123546528324368E-11
X4026956	X3334847	0.43653798560106905	0.0
X4026956	X3842379	0.5383145258209606	0.0
X3453882	X3949722	0.38155720280767874	0.049764637492753394
X3760137	X3913540	0.37138056455289464	0.0
X4026956	X3341155	0.38396249091454493	0.0
X4026956	X3403045	0.4447698391335045	0.0
X3760137	X3945942	0.36379960531802685	0.0
X4026956	X3868160	0.36163875669478074	0.0
X4026956	X3439013	0.3904195417249879	0.0
X3760137	X3203753	0.3781122781432678	0.0
X3453882	X3847814	0.37545725883125486	0.0
X4026956	X4022885	0.38461833273142687	0.0
X4026956	X3358854	0.4241934676158219	0.0
X3656855	X3656418	0.36720867895686504	0.0
X4026956	X3816919	0.3861075628890071	0.0
X4026956	X3751184	0.4028803218755096	0.0
X4026956	X3742236	0.38668234720730404	0.0
X3453882	X3334884	0.36626706228590544	0.0
X3453882	X3377789	0.3616011432263711	0.0
X3453882	X3372097	0.36748528580545303	0.0
X3656855	X3334847	0.36772705706570363	0.0
X3453882	X3204019	0.3673453138922288	0.0
X4026956	X3348608	0.3655098241056286	0.0
X4026956	X3273484	0.3644703643198961	0.0
X3760137	X3860352	0.36630365429810485	0.0
X3760137	X3572982	0.3701752219976168	0.0
X4026956	X3815622	0.35655965949917745	0.0
X3760137	X3122909	0.35587384973709757	0.0
X4026956	X3377149	0.38775203122524854	0.0
X3453882	X3720859	0.367655381421459	0.0
X3760137	X3881282	0.3817916020089479	0.0
X4026956	X3818842	0.48092081681241533	0.0
X4026956	X3980835	0.4033341712870709	0.0
X4026956	X3756046	0.3946638363203965	0.0
X3760137	X3378790	0.35264954203557153	6.37207195808287E-6
X4026956	X3707095	0.3872978236817284	0.0
X4026956	X2949772	0.3665315283807924	0.0
X3760137	X3377474	0.36652130085782336	0.0
X3760137	X3656829	0.3984294312572977	0.0
X3760137	X3741171	0.3647591901915071	0.0
X3453882	X3834599	0.3738507567777234	8.611777957412414E-12
X3656855	X3864445	0.3751216815956251	0.0
X4026956	X3881282	0.3681052386181096	0.0
X3760137	X3677795	0.36561078771684935	0.0
X4026956	X3608398	0.38317253213298635	0.0
X4026956	X3860352	0.35649222390275	0.0
X4026956	X3822074	0.37497623563045585	0.0
X3760137	X3644887	0.3530529291558774	0.0
X3760137	X3867145	0.3801392098310555	0.0
X3656855	X3794056	0.35960486264606695	0.0
X4026956	X3127584	0.3546686487914271	0.0
X4026956	X3458337	0.35902155721671986	0.0
X4026956	X3678231	0.3650667003087334	0.0
X4026956	X3688424	0.375978761299689	0.0
X4026956	X3656829	0.36584235266936094	0.0
X4026956	X3720921	0.3583077412653736	0.0
X3453882	X3331730	0.36846321901496365	0.0
X4026956	X3675116	0.40092707515571724	0.0
X3760137	X3742400	0.3664141017454231	3.250228530760069E-8
X4026956	X3677752	0.37506223049980725	0.0
X4026956	X3726211	0.39540025390997646	0.0
X3453882	X3329404	0.3746355945642161	0.0
X4026956	X3818897	0.3743547812068399	0.0
X3453882	X3371673	0.3660697980336951	0.0
X4026956	X3644887	0.3658559892801473	0.0
X3656855	X3755323	0.3660300322928358	0.0
X4026956	X3903836	0.3674587938260474	0.0
X4026956	X3529873	0.375834643159876	0.0
X4026956	X3668834	0.38275458498131393	0.0
X4026956	X3819312	0.37416068075812126	0.0
X3760137	X4007550	0.37006009998131634	0.0
X4026956	X3677795	0.46940104343718575	0.0
X3760137	X3309345	0.3686413173228427	0.0
X4026956	X3715512	0.39133991789217154	0.0
X3453882	X3838118	0.36497175472616544	0.0
X4026956	X3750740	0.35792101495573714	0.0
X3760137	X3886294	0.3715155584914944	0.0
X4026956	X3758692	0.3823268411561148	0.0
X4026956	X3862128	0.397065305777695	0.0
X3656855	X3848437	0.36554141580905974	0.0
X4026956	X3440192	0.36738045928968477	0.0
X4026956	X3883819	0.44276819631854075	0.0
X3453882	X3946762	0.353890246266302	2.2605917138207587E-11
X3760137	X3957873	0.36921372361140037	0.0
X3760137	X3854627	0.37239717492754204	0.0
X3453882	X3830205	0.3787324939924951	0.0
X4026956	X3853193	0.45963816553868053	0.0
X3760137	X3129465	0.358266965361869	2.465996971068307E-7
X3453882	X3127278	0.36615718878327214	0.0
X4026956	X3751237	0.3793165351668694	0.0
X4026956	X3743611	0.39631570151180034	0.0
X3656855	X3743393	0.37153620906436835	0.0
X3453882	X3350850	0.36516178886458733	0.0
X4026956	X3960478	0.3754932995885716	0.0
X3760137	X3340913	0.38985385840398545	0.0
X3760137	X3959613	0.3690506403393724	0.0
X4026956	X3226369	0.4197790176509293	0.0
X3453882	X3557785	0.3625338659763571	0.0
X4026956	X3952825	0.4034087811469215	0.0
X3760137	X3542145	0.37607894671311326	0.0
X4026956	X3846860	0.409828695589418	0.0
X3453882	X3865776	0.36522622464091337	6.58214336368701E-7
X4026956	X3960440	0.3673297110759056	0.0
X4026956	X3454755	0.4511547473727659	0.0
X3760137	X3837232	0.3684072918642724	0.0
X3760137	X3633403	0.3580774387408972	4.305888978706207E-12
X4026956	X3678186	0.37909771229412964	0.0
X4026956	X3742384	0.36402897161687203	0.0
X3760137	X3902764	0.36522834236332724	0.0
X4026956	X3873629	0.37469903575029007	0.0
X4026956	X3741040	0.4139164833297225	0.0
X4026956	X3870570	0.39564516012802303	0.0
X4026956	X3378541	0.3758294954756245	0.0
X4026956	X3579316	0.3705345703461123	0.0
X4026956	X3846011	0.3876300517347766	0.0
X3656855	X3529649	0.38327260270426033	0.0
X3760137	X3770512	0.3708969370780549	0.0
X4026956	X3675935	0.38221115981007925	0.0
X4026956	X3335404	0.41449804010590857	0.0
X3760137	X3855910	0.3745808967101994	0.0
X3656855	X3471886	0.3567012771091575	0.00436237851607757
X4026956	X3850960	0.3675340747266285	0.0
X3760137	X3457947	0.37875253245028595	0.0
X3453882	X3661940	0.36084699265199743	2.5211625566612383E-4
X3453882	X3834674	0.3717828201742949	0.0
X4026956	X3377266	0.35268890130353575	5.724181959365637E-4
